EMPRES-i Plus,,,,,,,,,,,,,,,,,
Date downloaded: 24/10/2023 21:26,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Filters,,,,,,,,,,,,,,,,,
Disease: West Nile Fever,,,,,,,,,,,,,,,,,
Region: Europe,,,,,,,,,,,,,,,,,
Subregion: All,,,,,,,,,,,,,,,,,
Diagnosis source: All,,,,,,,,,,,,,,,,,
Diagnosis status: All,,,,,,,,,,,,,,,,,
Animal type: All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date..dd.mm.yyyy.,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
304898,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Seddiner See,52.27,13,OIE,Confirmed,Wild,Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae),06/09/2021,12/10/2021,,
304938,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Gerbstedt  Stadt,51.64,11.66,OIE,Confirmed,Wild,Accipitridae (Incognita),06/09/2021,13/10/2021,,
322139,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.42,13.22,OIE,Confirmed,Wild,Accipitridae (Incognita),06/09/2021,16/05/2022,,
303513,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.33,OIE,Confirmed,Captive,Owl,31/08/2021,16/09/2021,,
304939,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Zahna-Elster,51.844,12.745,OIE,Confirmed,Domestic,Equidae,30/08/2021,13/10/2021,,
303517,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.52,13.33,OIE,Confirmed,Captive,Crow,24/08/2021,16/09/2021,,
303518,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.52,13.33,OIE,Confirmed,Wild,Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae),24/08/2021,16/09/2021,,
304890,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Nuthe-Urstromtal,52.04,13.38,OIE,Confirmed,Domestic,Equidae,24/08/2021,12/10/2021,,
305001,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Dresden,51.03,13.75,OIE,Confirmed,Captive,Humboldt Penguin (Spheniscus Humboldti),24/08/2021,14/10/2021,,
303512,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.33,OIE,Confirmed,Captive,Unspecified Bird,23/08/2021,16/09/2021,,
304891,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Zossen,52.22,13.34,OIE,Confirmed,Domestic,Equidae,23/08/2021,12/10/2021,,
304892,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Märkisch Buchholz,52.1,13.76,OIE,Confirmed,Domestic,Equidae,20/08/2021,12/10/2021,,
304940,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Dessau-Roßlau  Stadt,51.84,12.23,OIE,Confirmed,Wild,Strigidae (Unidentified):Strigidae (Incognita)(Strigidae),20/08/2021,13/10/2021,,
321834,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Schönefeld,52.38,13.44,OIE,Confirmed,Domestic,Equidae,20/08/2021,12/05/2022,,
303514,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.41,13.52,OIE,Confirmed,Domestic,Equidae,16/08/2021,17/09/2021,,
305003,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.29,12.44,OIE,Confirmed,Wild,Passeridae (Unidentified):Passeridae (Incognita)(Passeridae),11/08/2021,12/10/2021,,
305002,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Dresden,51.03,13.75,OIE,Confirmed,Captive,Rose Pelican (Pelecanus Onocrotalus),09/08/2021,13/10/2021,,
304934,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bernburg (Saale),51.79,11.73,OIE,Confirmed,Wild,Humboldt Penguin (Spheniscus Humboldti),03/08/2021,12/10/2021,,
304935,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Tangerhütte,52.43,11.95,OIE,Confirmed,Wild,Passeridae (Unidentified):Passeridae (Incognita)(Passeridae),01/08/2021,13/10/2021,,
304936,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Tangerhütte,52.43,11.8,OIE,Confirmed,Wild,Passeridae (Unidentified):Passeridae (Incognita)(Passeridae),23/07/2021,13/10/2021,,
303515,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.59,13.41,OIE,Confirmed,Captive,Unspecified Bird,19/07/2021,15/09/2021,,
303516,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.52,OIE,Confirmed,Wild,Phoenicopteridae (Unidentified):Phoenicopteridae (Incognita)(Phoenicopteridae),16/07/2021,15/09/2021,,
289464,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bernburg (Saale),51.74,11.75,OIE,Confirmed,Domestic,Equidae,17/12/2020,16/02/2021,,
284537,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.52,OIE,Confirmed,Wild,Gull,04/11/2020,15/12/2020,,
284538,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.52,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),04/11/2020,15/12/2020,,
284539,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.52,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),04/11/2020,15/12/2020,,
281372,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Zossen,52.24,13.38,OIE,Confirmed,Domestic,Equidae,20/10/2020,02/11/2020,,
280581,West Nile Fever,,Europe,Eastern Europe,Bulgaria,Burgas,Bulgaria,42.26,27.715,OIE,Confirmed,Wild,Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae),15/10/2020,16/10/2020,,
281371,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.49,13.47,OIE,Confirmed,Wild,Accipitridae (Incognita),14/10/2020,02/11/2020,,
280100,West Nile Fever,,Europe,Eastern Europe,Bulgaria,Burgas,Bulgaria,42.2586,27.7425,OIE,Confirmed,Wild,Hooded Crow (Corvus Cornix),09/10/2020,09/10/2020,,
280573,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.54,13.22,OIE,Confirmed,Wild,Accipitridae (Incognita),09/10/2020,15/10/2020,,
281369,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.27,OIE,Confirmed,Wild,Accipitridae (Incognita),09/10/2020,02/11/2020,,
281370,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.27,OIE,Confirmed,Wild,Accipitridae (Incognita),09/10/2020,02/11/2020,,
281368,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.55,13.22,OIE,Confirmed,Wild,Accipitridae (Incognita),07/10/2020,02/11/2020,,
289463,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Könnern,51.67,11.76,OIE,Confirmed,Domestic,Equidae,07/10/2020,16/02/2021,,
280544,West Nile Fever,,Europe,Western Europe,France,Corse,LECCI,41.673,9.326,OIE,Confirmed,Domestic,Equidae,02/10/2020,14/10/2020,,
280097,West Nile Fever,,Europe,Western Europe,Austria,Niederosterreich,Reitsportzentrum Thavonhof,48.225857,16.599464,OIE,Confirmed,Domestic,Equidae,01/10/2020,09/10/2020,,
280543,West Nile Fever,,Europe,Western Europe,France,Corse,FIGARI,41.511,9.131,OIE,Confirmed,Domestic,Equidae,30/09/2020,14/10/2020,,
281367,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.54,13.58,OIE,Confirmed,Wild,Accipitridae (Incognita),30/09/2020,02/11/2020,,
279712,West Nile Fever,,Europe,Western Europe,Germany,Niedersachsen,Königslutter am Elm,52.26,10.81,OIE,Confirmed,Domestic,Equidae,29/09/2020,02/10/2020,,
280575,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Calvörde,52.42,11.28,OIE,Confirmed,Domestic,Equidae,29/09/2020,15/10/2020,,
280572,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.4,13.51,OIE,Confirmed,Domestic,Equidae,25/09/2020,15/10/2020,,
279711,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Michendorf,52.24,13.08,OIE,Confirmed,Wild,Unspecified Bird,24/09/2020,02/10/2020,,
280574,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Oschatz,51.29,13.11,OIE,Confirmed,Domestic,Equidae,23/09/2020,15/10/2020,,
279714,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Schkeuditz,51.38,12.22,OIE,Confirmed,Wild,Unspecified Bird,21/09/2020,02/10/2020,,
279715,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.34,12.37,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),21/09/2020,02/10/2020,,
279796,West Nile Fever,,Europe,Western Europe,Austria,Wien,Vetmeduni Vienna,48.254466,16.431738,OIE,Confirmed,Domestic,Equidae,20/09/2020,06/10/2020,,
278956,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Radebeul,51.12,13.61,OIE,Confirmed,Domestic,Equidae,18/09/2020,20/09/2020,,
279710,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Ludwigsheide,52.25,13.16,OIE,Confirmed,Domestic,Equidae,17/09/2020,02/10/2020,,
279713,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Liebschützberg,51.28,13.18,OIE,Confirmed,Domestic,Equidae,17/09/2020,02/10/2020,,
278949,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.47,13.47,OIE,Confirmed,Wild,Accipitridae (Incognita),16/09/2020,20/09/2020,,
279585,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.34,OIE,Confirmed,Wild,Crow,16/09/2020,02/10/2020,,
279586,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.42,13.29,OIE,Confirmed,Wild,Crow,16/09/2020,02/10/2020,,
278948,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.52,13.29,OIE,Confirmed,Wild,Accipitridae (Incognita),15/09/2020,20/09/2020,,
279101,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Luckaitztal,51.67,13.98,OIE,Confirmed,Domestic,Equidae,15/09/2020,25/09/2020,,
278955,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Stauchitz,51.23,13.23,OIE,Confirmed,Domestic,Equidae,14/09/2020,20/09/2020,,
279102,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Löbnitz,51.55,12.46,OIE,Confirmed,Domestic,Equidae,14/09/2020,25/09/2020,,
279104,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bad Dürrenberg,51.27,12.1,OIE,Confirmed,Domestic,Equidae,14/09/2020,25/09/2020,,
278954,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Bad Düben,51.61,12.56,OIE,Confirmed,Wild,Unspecified Bird,11/09/2020,20/09/2020,,
278951,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Dahme/Mark,51.92,13.33,OIE,Confirmed,Wild,Accipitridae (Incognita),10/09/2020,20/09/2020,,
278953,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.34,12.37,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),10/09/2020,20/09/2020,,
279103,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Landsberg,51.53,12.14,OIE,Confirmed,Domestic,Equidae,10/09/2020,25/09/2020,,
279105,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Gera,50.83,12.09,OIE,Confirmed,Wild,Crow,10/09/2020,25/09/2020,,
279716,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Kabelsketal,51.42,12.17,OIE,Confirmed,Wild,Unspecified Bird,10/09/2020,02/10/2020,,
278545,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.45,13.52,OIE,Confirmed,Wild,Unspecified Bird,09/09/2020,11/09/2020,,
279100,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.33,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),07/09/2020,25/09/2020,,
278550,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Magdeburg,52.15,11.62,OIE,Confirmed,Wild,Unspecified Bird,04/09/2020,11/09/2020,,
278096,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Halle (Saale),51.5,11.96,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),03/09/2020,04/09/2020,,
279083,West Nile Fever,,Europe,Western Europe,France,Provence-Alpes-Cote-d'Azur,LA CRAU,43.128528,6.050602,OIE,Confirmed,Domestic,Equidae,03/09/2020,24/09/2020,,
279084,West Nile Fever,,Europe,Western Europe,France,Corse,ALISTRO,42.26035,9.542055,OIE,Confirmed,Domestic,Equidae,03/09/2020,24/09/2020,,
279099,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.4,OIE,Confirmed,Wild,Accipitridae (Incognita),03/09/2020,25/09/2020,,
281366,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.53,13.54,OIE,Confirmed,Wild,Accipitridae (Incognita),03/09/2020,02/11/2020,,
278549,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Chemnitz,50.88,12.84,OIE,Confirmed,Domestic,Equidae,02/09/2020,11/09/2020,,
278952,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Kamenz,51.33,14.06,OIE,Confirmed,Domestic,Equidae,02/09/2020,20/09/2020,,
278095,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Ahrensfelde,52.6,13.51,OIE,Confirmed,Wild,Accipitridae (Incognita),01/09/2020,04/09/2020,,
278100,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.44,13.45,OIE,Confirmed,Wild,Accipitridae (Incognita),01/09/2020,04/09/2020,,
278101,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.52,13.19,OIE,Confirmed,Wild,Accipitridae (Incognita),01/09/2020,04/09/2020,,
278947,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.56,13.35,OIE,Confirmed,Wild,Accipitridae (Incognita),01/09/2020,20/09/2020,,
278107,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Gera,50.86,12.09,OIE,Confirmed,Wild,Unspecified Bird,31/08/2020,04/09/2020,,
278547,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Finsterwalde,51.64,13.68,OIE,Confirmed,Domestic,Equidae,31/08/2020,11/09/2020,,
278098,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Berlin,52.36,13.66,OIE,Confirmed,Wild,Accipitridae (Incognita),28/08/2020,04/09/2020,,
278099,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.45,13.36,OIE,Confirmed,Wild,Unspecified Bird,28/08/2020,04/09/2020,,
278543,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.51,13.6,OIE,Confirmed,Wild,Accipitridae (Incognita),28/08/2020,11/09/2020,,
278544,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.5,13.55,OIE,Confirmed,Wild,Accipitridae (Incognita),28/08/2020,11/09/2020,,
278950,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Lübbenau/Spreewald,51.86,13.95,OIE,Confirmed,Domestic,Equidae,27/08/2020,20/09/2020,,
278957,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Muldestausee,51.62,12.48,OIE,Confirmed,Domestic,Equidae,27/08/2020,20/09/2020,,
278106,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Erfurt,51.02,11.02,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),26/08/2020,04/09/2020,,
279584,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.44,13.45,OIE,Confirmed,Wild,Accipitridae (Incognita),26/08/2020,02/10/2020,,
278094,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Michendorf,52.24,13.08,OIE,Confirmed,Wild,Unspecified Bird,25/08/2020,04/09/2020,,
278097,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.42,13.36,OIE,Confirmed,Wild,Unspecified Bird,25/08/2020,04/09/2020,,
278103,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.32,12.42,OIE,Confirmed,Wild,Unspecified Bird,25/08/2020,04/09/2020,,
278104,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.31,12.29,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,04/09/2020,,
279577,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.37,13.64,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279578,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.52,13.19,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279579,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.56,13.35,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279580,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.23,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279581,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.23,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279582,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.23,OIE,Confirmed,Wild,Accipitridae (Incognita),25/08/2020,02/10/2020,,
279583,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.42,13.36,OIE,Confirmed,Wild,Unspecified Bird,25/08/2020,02/10/2020,,
278546,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Dallgow-Döberitz,52.5,13.14,OIE,Confirmed,Domestic,Equidae,24/08/2020,11/09/2020,,
277365,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Hohenleipisch,51.49,13.56,OIE,Confirmed,Wild,Unspecified Bird,19/08/2020,21/08/2020,,
278105,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Erfurt,51.02,11.02,OIE,Confirmed,Wild,Unspecified Bird,19/08/2020,04/09/2020,,
277366,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bernburg (Saale),51.79,11.72,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),17/08/2020,21/08/2020,,
277577,West Nile Fever,,Europe,Western Europe,France,Corse,PORTO VECCHIO,41.591,9.2795,OIE,Confirmed,Domestic,Equidae,12/08/2020,26/08/2020,,
277174,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Forst (Lausitz),51.74,14.63,OIE,Confirmed,Wild,Unspecified Arthropod,11/08/2020,14/08/2020,,
277303,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Forst (Lausitz),51.74,14.63,OIE,Confirmed,Wild,Unspecified Arthropod,11/08/2020,14/08/2020,,
278548,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.27,12.46,OIE,Confirmed,Domestic,Equidae,07/08/2020,11/09/2020,,
278102,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Leipzig,51.31,12.41,OIE,Confirmed,Wild,Accipitridae (Incognita),30/07/2020,04/09/2020,,
276414,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Erfurt,51.02,11.02,OIE,Confirmed,Wild,Unspecified Bird,20/07/2020,23/07/2020,,
276089,West Nile Fever,,Europe,Western Europe,Germany,Berlin,Berlin,52.43,13.58,OIE,Confirmed,Wild,Unspecified Bird,14/07/2020,17/07/2020,,
276090,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Halle (Saale),51.5,11.96,OIE,Confirmed,Wild,Crow,13/07/2020,17/07/2020,,
276413,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bernburg (Saale),51.78,11.74,OIE,Confirmed,Wild,Unspecified Bird,13/07/2020,23/07/2020,,
272020,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Aken (Elbe),51.83,12.07,OIE,Confirmed,Domestic,Equidae,13/11/2019,21/02/2020,,
263073,West Nile Fever,,Europe,Western Europe,France,Provence-Alpes-Cote-d'Azur,ALBARON,43.583388,4.465121,OIE,Confirmed,Domestic,Equidae,29/10/2019,13/11/2019,,
264177,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Sandersdorf,51.56,12.26,OIE,Confirmed,Domestic,Equidae,29/10/2019,18/12/2019,,
261692,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Aken (Elbe),51.86,11.98,OIE,Confirmed,Domestic,Equidae,24/10/2019,31/10/2019,,
261687,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Senftenberg,51.46,14.02,OIE,Confirmed,Domestic,Equidae,18/10/2019,31/10/2019,,
263072,West Nile Fever,,Europe,Western Europe,France,Languedoc-Rousillon,SAINT GILLES,43.627532,4.418838,OIE,Confirmed,Domestic,Equidae,18/10/2019,13/11/2019,,
264176,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Könnern,51.68,11.72,OIE,Confirmed,Domestic,Equidae,17/10/2019,18/12/2019,,
261691,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Seegebiet Mansfelder Land,51.44,11.69,OIE,Confirmed,Domestic,Equidae,14/10/2019,31/10/2019,,
261974,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Markranstädt,51.28,12.19,OIE,Confirmed,Domestic,Equidae,14/10/2019,18/10/2019,,
261973,West Nile Fever,,Europe,Southern Europe,Portugal,Faro,SILVES,37.247904,-8.344378,OIE,Confirmed,Domestic,Horse,11/10/2019,18/10/2019,,
271162,West Nile Fever,,Europe,Western Europe,Austria,Karnten,Farm,46.651014,13.980827,OIE,Confirmed,Domestic,Equidae,11/10/2019,23/12/2019,,
271398,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Salzlandkreis,51.86,11.64,OIE,Confirmed,Wild,Unspecified Bird,11/10/2019,17/01/2020,,
261787,West Nile Fever,,Europe,Southern Europe,Greece,Thessalia,Karditsa_21,39.4656,21.7392,OIE,Confirmed,Domestic,Equidae,09/10/2019,11/10/2019,,
260128,West Nile Fever,,Europe,Western Europe,Germany,Thueringen,Bad Langensalza,51.09,10.64,OIE,Confirmed,Domestic,Equidae,08/10/2019,16/10/2019,,
260423,West Nile Fever,,Europe,Western Europe,France,Provence-Alpes-Cote-d'Azur,ARLES,43.639056,4.628944,OIE,Confirmed,Domestic,Equidae,07/10/2019,21/10/2019,,
261686,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Cottbus,51.78,14.33,OIE,Confirmed,Domestic,Equidae,07/10/2019,31/10/2019,,
261689,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Zschepplin,51.49,12.56,OIE,Confirmed,Domestic,Equidae,07/10/2019,31/10/2019,,
261685,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Mühlberg/Elbe,51.46,13.22,OIE,Confirmed,Domestic,Equidae,04/10/2019,31/10/2019,,
261688,West Nile Fever,,Europe,Western Europe,Germany,Sachsen,Rackwitz,51.43,12.34,OIE,Confirmed,Domestic,Equidae,04/10/2019,31/10/2019,,
261991,West Nile Fever,,Europe,Western Europe,France,Provence-Alpes-Cote-d'Azur,SALIERS,43.544724,4.371087,OIE,Confirmed,Domestic,Equidae,04/10/2019,19/10/2019,,
261992,West Nile Fever,,Europe,Western Europe,France,Corse,CASTELLARE di CASINCA,42.471026,9.496747,OIE,Confirmed,Domestic,Equidae,04/10/2019,19/10/2019,,
261690,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Könnern,51.68,11.72,OIE,Confirmed,Domestic,Equidae,02/10/2019,31/10/2019,,
261972,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Spree-Neiße,51.73,14.61,OIE,Confirmed,Wild,Unspecified Bird,02/10/2019,16/10/2019,,
261776,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Bitterfeld-Wolfen,51.64,12.3,OIE,Confirmed,Domestic,Equidae,01/10/2019,04/10/2019,,
261786,West Nile Fever,,Europe,Southern Europe,Greece,Peloponnisos,Arcadia_20,37.51,22.3725,OIE,Confirmed,Domestic,Equidae,01/10/2019,11/10/2019,,
261775,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Annaburg,51.73,13.04,OIE,Confirmed,Domestic,Equidae,30/09/2019,04/10/2019,,
261977,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Könnern,51.66,11.75,OIE,Confirmed,Domestic,Equidae,30/09/2019,18/10/2019,,
261976,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Jessen (Elster),51.79,12.88,OIE,Confirmed,Domestic,Equidae,28/09/2019,18/10/2019,,
261684,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Elsterwerda,51.44,13.59,OIE,Confirmed,Domestic,Equidae,27/09/2019,31/10/2019,,
261774,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Magdeburg,52.15,11.62,OIE,Confirmed,Wild,Unspecified Bird,27/09/2019,04/10/2019,,
261783,West Nile Fever,,Europe,Southern Europe,Greece,Kentriki Makedonia,Serres_14,41.0333,23.6036,OIE,Confirmed,Domestic,Equidae,27/09/2019,11/10/2019,,
261784,West Nile Fever,,Europe,Southern Europe,Greece,Kentriki Makedonia,Serres_15,40.98,23.4428,OIE,Confirmed,Domestic,Equidae,27/09/2019,11/10/2019,,
261785,West Nile Fever,,Europe,Southern Europe,Greece,Kentriki Makedonia,Imathia_13,40.5286,22.2397,OIE,Confirmed,Domestic,Equidae,27/09/2019,11/10/2019,,
260127,West Nile Fever,,Europe,Western Europe,France,Provence-Alpes-Cote-d'Azur,MAS THIBERT,43.59915,4.757824,OIE,Confirmed,Domestic,Equidae,25/09/2019,15/10/2019,,
261779,West Nile Fever,,Europe,Southern Europe,Greece,Thessalia,Larisa_16,39.8528,22.4756,OIE,Confirmed,Domestic,Equidae,24/09/2019,11/10/2019,,
261780,West Nile Fever,,Europe,Southern Europe,Greece,Thessalia,Larisa_17,39.8469,22.4967,OIE,Confirmed,Domestic,Equidae,24/09/2019,11/10/2019,,
261781,West Nile Fever,,Europe,Southern Europe,Greece,Thessalia,Larisa_18,39.8639,22.4756,OIE,Confirmed,Domestic,Equidae,24/09/2019,11/10/2019,,
261782,West Nile Fever,,Europe,Southern Europe,Greece,Thessalia,Larisa_19,39.8017,22.4969,OIE,Confirmed,Domestic,Equidae,24/09/2019,11/10/2019,,
261971,West Nile Fever,,Europe,Western Europe,Germany,Brandenburg,Beelitz,52.19,13.03,OIE,Confirmed,Wild,Owl,24/09/2019,16/10/2019,,
261975,West Nile Fever,,Europe,Western Europe,Germany,Sachsen-Anhalt,Kemberg,51.83,12.71,OIE,Confirmed,Domestic,Equidae,21/09/2019,18/10/2019,,
